iter	Logloss
623	0.2292996952
624	0.2292012689
625	0.229130626	626	0.2290075627	627	0.2289012628	628	0.228838629	0629	0.228730630	0630	0.22863631	0.631	0.2285255165
632	0.2284633	0.2633	0.2283634	0.2634	0.2282635	0.2635	0.2282636	0.2636	0.2281637	0.2637	0.2280638	0.2638	0.2279639	0.2639	0.2278640	0.2640	0.2276641	0.2641	0.2275642	0.2642	0.2275643	0.2350730805
644	0.2349813545
645	0.2645	0.2272646	0.2646	0.2271647	0.2647	0.2270648	0.2648	0.2270649	0.2649	0.2269650	0.2650	0.2269651	0.2344869638
652	0.2342825772
653	0.234211877
654	0.23414658
655	0.2340595609
656	0.233656	0.22657	0.233657	0.22658	0.233658	0.22659	0.2336383927
660	0.2335579561
661	0.2334379756
662	0.233662	0.22663	0.233663	0.22664	0.233664	0.22665	0.23665	0.225666	0.23666	0.225667	0.23667	0.225668	0.23668	0.225669	0.23669	0.225670	0.23670	0.225671	0.2671	0.2253672	0.2672	0.225673	0.23673	0.22674	0.23674	0.224675	0.23675	0.22676	0.232676	0.2248145328
677	0.22678	0.23678	0.224679	0.2679	0.2245680	0.2680	0.224681	0.23681	0.224682	0.23682	0.2244737455
683	0.224406249
684	0.2243025304
685	0.2242347986
686	0.2241312829
687	0.2240758209
688	0.224689	0.23689	0.223690	0.23690	0.223691	0.23691	0.223692	0.23692	0.2237604795
693	0.223694	0.23694	0.22695	0.230695	0.22696	0.230696	0.2235439402
697	0.2234822887
698	0.2234622339
699	0.2233112541
700	0.2232272094
701	0.223148141
702	0.2230671476
703	0.222964488
704	0.2229011883
705	0.2228631596
706	0.2228559272
707	0.2227908499
708	0.2227174304
709	0.2226219263
710	0.2225686171
711	0.2224646633
712	0.2223697882
713	0.2223332107
714	0.2222637282
715	0.2222552105
716	0.2221344115
717	0.2220732092
718	0.2219742977
719	0.2219161552
720	0.2218836989
721	0.2218474016
722	0.2217955879
723	0.22173136
724	0.2216577296
725	0.221541096
726	0.2214477207
727	0.2213437353
728	0.2213012745
729	0.2211777547
730	0.2211526759
731	0.2211299534
732	0.2210913361
733	0.2210723723
734	0.2209673644
735	0.2209069445
736	0.2208595196
737	0.2207990314
738	0.2207899028
739	0.2207068952
740	0.2206999431
741	0.2206148522
742	0.2205762198
743	0.2204955141
744	0.220428007
745	0.2203801882
746	0.2203579196
747	0.2202049979
748	749	0.2266888749	750	0.2266328750751	0.22656563751752	0.226472647753	0.22646237617754	0.226392795
755	0.2263520943
756	0.2261900228
757	0.2261653926
758	0.2260096116
759	0.2259857161
760	0.2259624951
761	0.2258696144
762	0.2258238796
763	0.2257531194
764	0.2256942956
765	0.2256385272
766	0.2255510143
767	0.2255299278
768	0.2255092356
769	0.2254553461
770	0.2253947612
771	0.2253326609
772	0.2253083531
773	0.225293572
774	0.225159248
775	0.2251119658
776	0.2250505201
777	0.2249880529
778	0.2249347896
779	0.2249129622
780	0.224833521
781	0.2247641667
782	0.2247269274
783	0.2246360748
784	0.2244958272
785	0.224474938
786	0.2243257173
787	0.2242342543
788	0.2241091976
789	0.2240060482
790	0.2239583346
791	0.2239015551
792	0.2238074121
793	0.223757939
794	0.2236586896
795	0.2235885149
796	0.2235683082
797	0.2234824225
798	0.2234251909
799	0.2233555416
800	0.2233109005
801	0.2232130778
802	0.2231987194
803	0.2231589284
804	0.2230550135
805	0.2229746477
806	0.2229590965
807	0.222816155
808	0.2227960643
809	0.22276
810	0.2225470533
811	0.222482877
812	0.2224345633
813	0.2222706143
814	0.2221739396
815	0.2221226646
816	0.2221046342
817	0.22206111
818	0.2220205114
819	0.2219512595
820	0.2218797081
821	0.2218319896
822	0.2217895303
823	0.2216373169
824	0.2215208197
825	0.2213887411
826	0.2213393452
827	0.2212022438
828	0.2211059575
829	0.221048943
830	0.2209608312
831	0.2208464517
832	0.2207914573
833	0.2206795931
834	0.2206137981
835	0.2205814462
836	0.2204907322
837	0.2204563454
838	0.220390147
839	0.2203021104
840	0.2201905351
841	0.220111194
842	0.2200287173
843	0.2199874637
844	0.2199732762
845	0.2198773379
846	0.2197702187
847	0.2197300939
848	0.2196101997
849	0.2195938498
850	0.2195059288
851	0.2194440639
852	0.2194047519
853	0.2193662781
854	0.2193504464
855	0.2193276442
856	0.2192884698
857	0.2191784926
858	0.2191408105
859	0.219043872
860	0.2190301543
861	0.2190046149
862	0.2189523468
863	0.2189370005
864	0.2188749442
865	0.2188167091
866	0.2187239116
867	0.2186163876
868	0.2185146094
869	0.2184250897
870	0.2183400139
871	0.2182431227
872	0.218185037
873	0.2180991361
874	0.2180153109
875	0.2179986127
876	0.2179209494
877	0.2178903019
878	0.2177220634
879	0.2176764884
880	0.2175148355
881	0.2174033878
882	0.2173274618
883	0.217259144
884	0.2172278259
885	0.2171018716
886	0.217008881
887	0.216930064
888	0.2168835753
889	0.216853594
890	0.2167826708
891	0.2167677459
892	0.2166354066
893	0.2166227862
894	0.2165836609
895	0.2165468318
896	0.2165343527
897	0.2164848375
898	0.2163865183
899	0.216371955
900	0.2162928747
901	0.2161894818
902	0.2161138461
903	0.2158671315
904	0.2157894744
905	0.2156923119
906	0.2156111006
907	0.2155356548
908	0.2154216874
909	0.2153164388
910	0.215300119
911	0.2152228409
912	0.2151356101
913	0.2150494505
914	0.2149780846
915	0.2149307604
916	0.2147290865
917	0.2146788018
918	0.2146093811
919	0.21451853169920	0.214478136
921	0.2144683238
922	0.2144231362
923	0.214397614
924	0.2143574422
925	0.2141278922
926	0.2141137816
927	0.2139456162
928	0.2138606851
929	0.2137779437
930	0.2136628848
931	0.213593204
932	0.2135032065
933	0.2134390294
934	0.2134030786
935	0.2133753935
936	0.2133341471
937	0.2131974584
938	0.2131277815
939	0.213116223
940	0.2130362203
941	0.2129581781
942	0.212912909
943	0.2128695259
944	0.2128371647
945	0.2127621562
946	0.2126796712
947	0.2125811399
948	0.2123700768
949	0.2123257284
950	0.2121513187
951	0.2120791074
952	0.2120520762
953	0.2119686052
954	0.2118983243
955	0.2117007437
956	0.2116141071
957	0.2115846758
958	0.2114896613
959	0.2114044101
960	0.2113681127
961	0.2112965654
962	0.2112385822
963	0.2112303317
964	0.2111903355
965	0.2111248489
966	0.2111158857
967	0.2110810291
968	0.2109772072
969	0.2109231941
970	0.2108207721
971	0.2107388321
972	0.2107088057
973	0.2106146701
974	0.2105016684
975	0.210417096
976	0.2103864532
977	0.210285359
978	0.2102128802
979	0.2100250228
980	0.2099553553
981	0.2099330887
982	0.2099243774
983	0.2098177083
984	0.2097865043
985	0.2096967985
986	0.2096416471
987	0.2095650909
988	0.2095390258
989	0.2093587761
990	0.209288695
991	0.2091864572
992	0.2091114796
993	0.2090616905
994	0.2090519055
995	0.2089282984
996	0.208777278
997	0.2087120387
998	0.2086571875
999	0.2085984251
4
999	0.2049994586

